image,images,website,title,location,description,rating,phone
https://lh3.googleusercontent.com/p/AF1QipPtZxShD2KsiZPir2G0nCG-k8UdGyPFx4TSY_1G,https://lh3.googleusercontent.com/p/AF1QipPtZxShD2KsiZPir2G0nCG-k8UdGyPFx4TSY_1G|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdniJ8ur8c2gbB_5BWEZobeEbQO7o0r6_RC76RpUaB5x33aIg6cH7Z1xHWXx63VCiUh23dhm4FkF4t_OGN9IwCihPgFnNokpmFWvbnpN3yOGE33WxESFLl_Z6bs0DuNrtprqqB|https://lh3.googleusercontent.com/p/AF1QipPiVNtLWnBppg3V-_8sQBBMg19FpsWLz26-J6xL|https://lh3.googleusercontent.com/p/AF1QipNMgAfPPO4iDvFqXdoSuzFedkfksFt_JWCThE0g|https://lh3.googleusercontent.com/p/AF1QipNupVCIsRpZfHSO8qZ8B6Z1HEgKYl_2IYJLzNYy|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwrIe9FmUrg1b89ZJ2qFPbMEQCLGbhZKV-Agslk9-oRyf1IpTotgy2JXwOof-yyw24enIjWGdDqZSmf4fUii_uRdk0lw1kHCYhFg7IUP6luDKjGVP0oH-zVP4h-5bCIQBWM74|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSjY_Mg2lAI1nZc0bmZ20U9ICOT1o2_Hc620U2wmyPRTDu2GZDOcYkfQiq-YKzW5FUdWnd-UT8aUQsRIeV6waKoc41Rutb0fYkTEeWEDD2qFPxwKgdte5mMeWUKWXyNoi8DkMiJg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyNNYigLD6YHl1kFTK3gkfjzc1-MK_cbXTH5K-oCwC-xBPxi2hIxqgbzOmVYfC4feUTw7NJ9_Q5k-0A5E75AQOShd6Ha882YVuNkMPwWTmCPYrl6-Ke89rwST5NcAcUb9iThg9|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5H-VnOOcGOXrsKVSpgDOsqGDrE1DZ5t9e3W6dVlfxV51Xgykho-Gh2vs8k7u6MgewXJAVednsVjpy4PtBsJBVW6bAx2Z8-DrTpe0jdGKB8M4BpkhlocWCC9ccNZcQdwo5e7RI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpN90fbd5vekurCR572sjsQTaedcBKYmrke9stt5_vcX8HO6tqV38w0sIR7pDS_ihox_a1YYOnW2S2a2t3n-7nFzyZ_OgHXljhEEBnLoMUZxXd5_0Eo90U7d3heH7wWge4TVLM|https://lh3.googleusercontent.com/p/AF1QipOmaixK5wF4TLDAK324Sqd2Rqy9i04_OoTJiR6R|https://lh3.googleusercontent.com/p/AF1QipONJQQNJxujR-7vdUMtq1c3UrM--w-qSvaD6QKH|https://lh3.googleusercontent.com/p/AF1QipNHnFf7gvQyea72mE_XG2DO6UmpjIGaUc_jb4Oj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJB9BjKAO18ea8rAXlR19KZn0gcmv55i8GkO11k9ulD3UsZGU9XiXAnaSWYphYKv2y_QQHszDMyI722zsVG57VY_zOSsITYNwHe9GX-UsssfB2r1y4r1IRNQMcizNu-HciSik8Jw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwD35kUY2usWrHNaoZKkDoRGVTASbwBkOn2G-r2tTU0aVRBFYc0fM0h5ppryLKHIITnL_mSeQcImY32Xo9mwXzdtfs-fqkdsgmNHeeu2qcYnkPki5J4SlryK9JlmOQ79QsvcP2O|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLY0R4Er39Ivf5BDQ13Lp_CIaweO90cPdQBm3jM2Hx8r2scKUVw9wVSvl0R8betrJjoFu9Gq--DiLpK-0yYu4JsmAi2AfXcMhY0k254TxSRIzFz0qeT-INCQEKY1QV_jEuZhA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf9xws2HBMfXsUaou3m2KKsmybfaNcxn0sQTYRZL4P_PiX7KblTulYyMheB1RsntPWDrpUTXs6upZMcuH6pPXFMzGcp1yoBKRIPlpv08WTe6lD4J9JmnHunZqH-BCS_QQsNXdImg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzB6Gpmu7kjrRcrTdWrF8287vAZrgRf8i7AQCdJBXZej2t00Mtl6eHSjX69fmXHcbsx6BnJrO8k01LwW-e9tMlMjI2PELh5tUESR1Sw6k9dsq1RPEM9r9j2NrcFXehOwjtJ9SJl|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNFk_OgcuschIwOjAKJyLdop63a6w7GeNtHpXMAEQjJ7qpBZqkPPw7Ixxx1LVankgvlOMMXO1I2NcYoClcsVETsNZmRjsJ7re0AcGja5v0310JB6peEw8hjRdj9wvqWdoM0ZU|https://lh3.googleusercontent.com/p/AF1QipOdteJJl6d_vMMl2gXUOWtLuElRw8S8asrEk2X0,N/A,CENTRE AL HIKMA,"311 lotissement maghrib arabi d quartier maghrib arabi n 1 KENITRA, Kénitra",N/A,"3,3",05373-58589
https://lh3.googleusercontent.com/p/AF1QipPwVBTlRpiu19hM6S2Q397nm5jCnSQfsKDFN1lU,https://lh3.googleusercontent.com/p/AF1QipPwVBTlRpiu19hM6S2Q397nm5jCnSQfsKDFN1lU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzc8oL5mF-5EfogvA_awAyeEU6Z1JT24QHLbqe6jyOb3uls1CfjnYvSlgYLDOON5hjd3kRhDU3fMN5_PIK3U8Od2BxtV337LJUEqZvJmGmu1ZqSvdVKkFDqwgqWkomuagxeeyM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3aQEQInHxw7V6UKcLv1yJZ9LMgYVUythGhxi1yj7L_j134Ip5Y9Pb6Twfg5eUu27pIff6hJ-HP6sZyZRoADigQdNHrlrqGNFVB_ggzRCA0kIRYlgpYQPnFwyeHhlzNBlGZcIvtQ|https://lh3.googleusercontent.com/p/AF1QipO9qRsHyyGtHjJpwWo6gdR2uQYdF_zPXi14YyHK|https://lh3.googleusercontent.com/p/AF1QipP5S-0UD8FQHfQ2B8zW4IrfETjIOQ4cyeE5oiFJ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwF_rgNgCOtApp8dJkD4vmqldv_TFklbdWznfL5OOeoHlFeB9ISUQU26m282xrwZK6H_3-f4OVN3SAXRovc7t7Qp57B0I7HNlmNDAkyVImWyq_9xmC40gyzc_rWWRAyhpcexQbrnA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTGPjPqekAdnqvICDenV1FNzVXb_V8LHaSjb7GmuwxzVVq85P64YQMAp3Ad2Ex84zRYT60O7BkEpwjggoNt7PKJZuNg2yuhhn71hyz2dcTL_LJXt3VfVlIgFMX3QQ1G-fjQ_Ei|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkCqlx4OUR9htI5yErHjB3WR84Gr8nkMSwBzpPSyhY9uvedI7gVuUZkFCTJju3X6ab5R6sA0ORsULnbjhohHOuqfvyg-jRuDCuZNeVuVzKMSUNUwYpMRFgrCCCRX0iEMRRRM3Vrw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbpoNQSCfEvUHuwGR6T2W4hoBg9BhMfePJsPdvZg4iF9YJlQmx-sc9Fkcm7Bn5HS7zYtB9VsbF7L0g9zBVmzwa9I31MI7QiBjfg8mPnERqcMfUespvEGdUCjatYFrRWePUuyY|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxL0hMO72qUGMQt6PYXn3lH4aQ-_yz7pOStOyD7fABlD6pTS7OsDyUMsgFsuVc4sMeqfBoXoZ8xHleKJKnDtl4fb6Bkar8jUNX_u21UJfT4xIVbxh9omeQ0ZMs1D5a4LyAKMtU|https://lh3.googleusercontent.com/p/AF1QipM3_uOH6--VtRiomcHBmTGJVJ-kIagtPP8_-qrY|https://lh3.googleusercontent.com/p/AF1QipNPyGi4tn9K1m6nMQAbiNUKQOrLffE4qxt-BBqT,https://www.facebook.com/Hamman-Al-Andalous-1902354326444341/?ref=settings,Hammam Al Andalous,N/A,N/A,"4,0",0661-489311
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhrD0osGpZZzL4JyoUe8vBEq7A2uY5bcqsJydhZ79NOAOAHHx-hFfc0_5hWmDuB6lJvINGKHjpXUxkti4yj2kb07MlCBa3_cNwmRW1SyFkYH-rY_Qcz7wJTi3Ay1ZtNiI4ZS8v4A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhrD0osGpZZzL4JyoUe8vBEq7A2uY5bcqsJydhZ79NOAOAHHx-hFfc0_5hWmDuB6lJvINGKHjpXUxkti4yj2kb07MlCBa3_cNwmRW1SyFkYH-rY_Qcz7wJTi3Ay1ZtNiI4ZS8v4A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXoGm4nYy1Ur2UjSBQ2RWuqfiMNcfEO5BJaCL4W_2eQyBBlMwUdDHK_pqVjStjUnRTLt2wu8PbGhesJguF1TDl1dWhQfM2F0_WYf_An9yG-hmwP49Ru4fC2vcanFJ3I8LeaiKG|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVcq5IwyJvyfGbNfWURgTkJRSiOZAlDBvkq2UYPA9RSa6hIRB4LLCQD8vQGNYJ3YZGbA0BpaHBvveon_1zBPSnItnXm5C5614w-OT2iNMK6VRm-RwXc5Z6VahIY1EWCxretdg2|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiSktdZ7SZ_ZMCeZsywVYHeNSRvgAv_BKI9WW5pU8loEyDRU8CM6P9SmBB1JRhEdQ2mDuJOxQOyZyFPXkm_DKd_dPfmlisRcqVBnKMr9DZe4oT4JMms2M3AsTu-yOuh4OuFjPw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLqv-i_kS4o-gzSICOaOWWoEa319FvxJOyJuTPiRBVqtMZtGclU84O26jFmJwqrpRCOFO2hP9iLcqfGQRFdgt7uxzdkHR1FDfbld1UTzKQWoVtp3GwzHdv7nmK8ECS9fjxsfkq|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtO0k3BSE7GBml7Bkyil8OeGaCEFgUyUFF5QrTb-kvCNprxI29IJXwGgFxsXiKEGn4m6gLgAj--g5nsS8zSpDjznTEpiTrf3vgTcrzmNAvM2s-ENqsobbH2w7Qz-AIdv6Gy8c|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxL4WA9VsQrLJmQoZyooGSYWcmhxiJAQwuSYY8OeH5yRu0YBijbc3o-_eOBqBHCz2_nLwNO85JGLBXEPGxkfgVIVEp4lOvblwLkqjsaFuCUULth5yySxpaNh6ID2SasSByHNaG5sg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNp-69M9Zyx0muB3CsZPLjI-29DAmqH9QXOMrdp3njVye8U0DY0bv3xgHVgBX_jSQmQPMyAf4uGBuc4pFZjqtWnqKCp1e4_ehz3aQL9WapU9jOZXFAhsKJ5rFKTD4cjjAuxylwkR6MLhmU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeGb3K3Ol47evDQ1IDp5lhtjIDxQlSVIA0s8ibxBOCP__QecfZp3_lus2dCQqsI1E9ZXHWDlKYQ2AUp_HHSm2JAWNl27If00rt6jgjS8679eOUmXfhj4c6-5l6gCGexxHB7Lvqvw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwg1DM0CwuJEeBD_AK_i0-SiZQMFnr_2ZNn6cKTXkGPkWSqQGlvKLWvw01RZZkm5UFdZLwqeedih7IFUJie-DCiWwvxNboIvrR1BYciM80bma6Eg2JY8iQKQx_myoH-Dr16bQ,N/A,Qoya Spa,"7C64+WP2, Unnamed Road, Kénitra",N/A,"4,6",0644-800385
https://lh3.googleusercontent.com/p/AF1QipNLKL2PWWEsITIl62sPW8msCWK1_7b1eqB4EDgm,https://lh3.googleusercontent.com/p/AF1QipNLKL2PWWEsITIl62sPW8msCWK1_7b1eqB4EDgm|https://lh3.googleusercontent.com/p/AF1QipOt_FPv73xoc8Br8MKQ5IWPFxzUd85EFYDE5RID|https://lh3.googleusercontent.com/p/AF1QipMcC5Zuc_5Ho525AEL59dlxCZ5f-7U4mBxDv2nY|https://lh3.googleusercontent.com/p/AF1QipMv995L9Y8UrD8smt-qLgyVC33wOqKjHJ3SH3h8|https://lh3.googleusercontent.com/p/AF1QipN8LegXknJ_6qZMObvGoVTHMBa-A1pvt6DdBFw7|https://lh3.googleusercontent.com/p/AF1QipM81g0_fmxJTC-zZre25sU-A1AXI82-v_SekKlw|https://lh3.googleusercontent.com/p/AF1QipNGtgXIshieN25iK8JZ23ikw87ZMYRd4jLJ8IIe|https://lh3.googleusercontent.com/p/AF1QipMqIgQATYBLw1vzsqDd7COoIKJ-TVbOl8fTJL-p|https://lh3.googleusercontent.com/p/AF1QipNJPo54FvnAmBazwt4fqp15YUCGc6rA8l6YFh-E|https://lh3.googleusercontent.com/p/AF1QipOBnoakZo8f19LZaINeSsp7JLVglyiBbA4mlAmr,https://www.instagram.com/coin_zen_et_belle_spa?igsh=NjBoN2c1ajJxZDJj,COIN ZEN ET BELLE SPA (100% femmes),"7C76+733, Kénitra",N/A,"4,6",0618-185919
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH_E0C6n4K-F2_f3b4Wob4pr3RSUqmGakBpNoEnmxNdFdTGnuIaaKqQq0XFqUQb8VT01pfmB3O3GqM0UERwl479-z4BhI-WVPNcqAuCY6jlr_aRTImhpvmQbqPHaXVBQRcO0yGGaWYpPDr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH_E0C6n4K-F2_f3b4Wob4pr3RSUqmGakBpNoEnmxNdFdTGnuIaaKqQq0XFqUQb8VT01pfmB3O3GqM0UERwl479-z4BhI-WVPNcqAuCY6jlr_aRTImhpvmQbqPHaXVBQRcO0yGGaWYpPDr|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIuVv_m7bO8p99F6kGdPdJmP09EiutWyD8FGsQfskQyHbFXCrQSrM6roCjoqnrQJddQ47efXho0OK8L_lKhAVpQ22FT7x1TExdvbnNqT6dVvKmsfy8qrg_ZzOaWid_v9RLZQuN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy54Q_TQNSk0VC3s2TFn8IxGKrcn0tvJvSwswbs_HAUm35nWEdNpN4OYQkFGogLrA3XwIpN6XQV4ZOS5ypanLB0NlylrJWLcg5tzeEwnxdOSsL-0EMA_v6arjpAOUGFHa5yJ7I8p1UroS2b|https://lh3.googleusercontent.com/gps-proxy/ALd4DhHS7m_ffa18DPW_i94WYFX6bskDQaYbD9dDzWCFeVYFAiUFxsuLyaYryCdz638k0UcUpfSzr_m1E1y3EDXkPlMSea4QFLJ30DAUrXW5hMb7Q9UBac1fL2n2czYxUAqI6qRtnodvPozCFLw6WYErfQesuIrc0hNK6kRt7VZkaQ0sb2REa5dAnrYW|https://lh3.googleusercontent.com/gps-proxy/ALd4DhF0ITTixjHkTXgXZC0BIcs7P-os-p9QCATeqzX2kfsvc21HaaPIfPzRjFHDladvg6eRTUWBPjIEKEZfubSvwuknQNmzFUgeSsdY9TgVU_nvuMM7FWTqFCLn5I18TiL6fDiB9a3HwR8DPxhX8XJXpLAqxVudMtfR523oL0BrNRlQoS0gCLi1SHm7|https://lh3.googleusercontent.com/p/AF1QipOLKJaFFytV72OCau63PEA8qZKlYiMzQXkbbbwf|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-YtnViDg74hTRmrxpZ9k6ls5oM1HJ524W2Zkys7asAW9kNb8QEMfDDsV7AWpi3thollDyNZg2ByFeLYiN64SLHQ9zgEhtBWKwL-Pe_4aukoOPOGWUDSyxq_PbomZwKLkt81jk8Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDsqVffj0US5QZaaUB38nSpvs4o8tkTZDj3U8SdZpqMv-4tLoAZQumztw8DTMj6Aq4TVSrNkZeWNKs4MuUoNf0b_nlYRL0IvLiGfYu0-6a0tcIr4fLRCEr5GcVCJb4XGqTHNs5|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1tnMW_6VGpH_t-5778QK5SeazIts7RUeDi8SG88TDH0xBjK3rl-Hob54B1H8WQK1xn2CcgWrhYrztOhwp1Hsb6KrnJ1LX_7Z8rFtwZUklVeJwFKkflcRbbr24QRGxwaNOQlZK|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9NUpEOp2UNrCCX629mrMqdAusd36p4_F6HVQ0OS2H308ioZXChjwB-dTiSl23ZPTyxXHv2OIgcH4iLo7rXDYjjBD0uUyKUh310TeLMtupk-rwv709KD51mVbDh3gIN9tvqVJCdg|https://lh3.googleusercontent.com/gps-proxy/ALd4DhFaW1brO3ZVSd1wvGb79Lnsd1wbPKnKE8Bx1T4gikcRTObkH9gu-ibo0yxGyT1sMAC-ojQGDaqZjd703d2WVeHvRSd2DRU9jWAj2oi8l_AuhdTkm74g3VJMEdUWtkNOaIET46gXSCPWl0mOQw_kp1hxxdAjDsKHtyi_WMqzgiDUONMUfACZDwwn|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz65Ol7O2t47xZHXao9OxO_qcrtl5pmFKgr_5oIgFOEUjjaXpYA0Z7QBiNsxVIFe4G5mrt_8ClENA4Y0UfgNk9h-huWbfRTGUEJAmQywWcEdypHgBZ6u0jfnFE6a6d4fsurPcXxnA|https://lh3.googleusercontent.com/gps-proxy/ALd4DhGAhC1eF8zSDjTEztsxEVHAaGiQZR3KTXP2YYXSYavZlTlGm-mOXvfPAMT_liE_bmc0_LUZWfIhh99zKzcgNpmK9gwZrJYyyW1VFiAoIAIiXuA09lwoujie8IsNFj9KWMBCkcQRUbHlaUBdGes_fMLqMJwNYeBiXnvXC4Be4WIDLkJzhXp7qmS3|https://lh3.googleusercontent.com/gps-proxy/ALd4DhHB7CH-tYjPiLZ0UN9gLgUq99IsVKCRUvnbWQGWBMQznVDnEeHOAOrh6tSDk0sQKraRF1GIMSEZObvwYzyzh6Xf1bbjtxd0QfSU4Oji1YVdAZtmqRsTNEA9Y3M2JVHF6OBDkQDq2Rxc1_CfnaqqHv1VWfNLZHQaAdfJiMa8ew_A_1x_YuuFqWA01w|https://lh3.googleusercontent.com/gps-proxy/ALd4DhHIOwVgvtkrc0tKDcALp9Z9YB5CLtyBdfgIY43n_b48P5mBiiT-61LzxFzst5S2spEksa8KkNa_bNfEPyEFWzZeL6w9LdzDuEzS7AGS5YeNk8hTUYYR5U7eRH3Z8YfkAA_wfhWREmGzL03Vo7JSvRPTFJzQqj7XTcUzGmzc1-cXL46y62CHsQyV8Q|https://lh3.googleusercontent.com/gps-proxy/ALd4DhEM2G0a2uVK-LCrCZ3Ws_IPbPQ2sCOH9TakK-9_fIy0k3N6bjtUeTqJq28iVnZO0XeBHa1SK7SYLhCKZOrw6G31H_497FwMHzDGJilDKOSzThpfYktzuDP6QLeXgTdmYe1R_LsxHpPmJY0V5u2IluqR1PR-qTxji_obucBpfFOxSVxkf4_Vh8k|https://lh3.googleusercontent.com/p/AF1QipNTHe3DjvfQs14nXUBg-AGxyWJFnUONKFjB3pwh|https://lh3.googleusercontent.com/gps-proxy/ALd4DhF68VUUY6gjC_xRTUoiR4if4YzBK2DHbFE0ZDYKhVT7gq1A1KoAGtSyD3TRck-BrBDRzAnNy3Js7PTHlTdxe6wla_xdA7ogPwODR1_YUubUi6RVtbgcTjI2baCa0wWWXZtxXH7u7I1gNDM8saSOoQGH87ZAhHB9uhnE4XbrF_wo8YGcNLM0JGV5uw|https://lh3.googleusercontent.com/gps-proxy/ALd4DhGU_b6GxH8DTMg2YVQCHJborXfPsPDadvXkSWqMVJRpYHuQD20Y5Akt-fzFKYpvlpy4S6b1MhhBrQdfvgpLFEtCmMfgtK8KFeKIOm-up2hMrUCMu-kp47UoH6vqCzHICqfP6qrkd1J8-1Qkd-NUlz_ZbxbBeD2_0km05068d2eqY6VqCOwfdiaN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6uezyFvpu2JRlbEsHygOIYAnPLmfO4u-e51nbfhhD8x6FEH8CwFZxny8vRxLGodlZCkDMcjJpo4jqsvFb8R71MghY7CnArEuOA0qyX4bEwWtbVWDyZogr8FzspfwveUjj0O_z,https://urbanhotel.ma/,Urban Hôtel & Spa,"Av. Al Qadissia, Kénitra 14000","Heure d'arrivée : 15:00
Heure de départ : 12:00","4,3",05373-07540
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUVlSKGjDz2CEvcOaerA3y0Yl7Gv6HJqERzi_zeOfWOTIL8h9HEpRkZKh10kAT_MKKlMzPq2P8SMKl57QcDG1NhPJ5ZCvcxHhsQckArpUBDiC1eKGxx5xaxAABSSVplk2IgA1s2A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUVlSKGjDz2CEvcOaerA3y0Yl7Gv6HJqERzi_zeOfWOTIL8h9HEpRkZKh10kAT_MKKlMzPq2P8SMKl57QcDG1NhPJ5ZCvcxHhsQckArpUBDiC1eKGxx5xaxAABSSVplk2IgA1s2A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeGcDbWOuJ9tCVXX8yzTkgdrY2XG1nFD3_OY89wvbuHGXLvLGE5Nn91i-iy-bU_0XcA2A8gbDoKUbQoS8BRR10RPGM_-k0HEp7yNJ3ptQRZ_TkumJ4R2iywk3dvI-GiPQ8s2zP|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxRtU03m4sSfU8pWtrpcQl4im0uPjnv_qobimnPr2oZsyfjHbavrmCyUXZYGd5p33EOSM4VKC0iwoEu65R1Sd2uYlsNtncEds1XR3fo-9D7ES-DSBHh67bMGqQUxoL7kfcfY3cOPg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLYyy02-dBfyi-n2GiRGgILl08FHJeG_Qfer4Whx17rznAXJt1eAbMdwYWSvuBMnBhfDzaDKQuom-UYp4KekCNBGR6Ge2iHn-F4YaKMg5O4QodXjAjw3_rjY4oXDNstKgRu1yiYw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzzr5j-IZzeo2fBxXow_YCTVZ9wASC96aC8jhxlYJ0Nd2JI3u1J5V_936U9syJdR01qiVe04jZHGKoZc9nEV-pMvBBLflH2Gh-NhqALDEmsaTIJ2n7uYkTltVW1ZFfDtyi5L7WiQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeRtBZ9j2xdDXkvykF2hEu9NgBNZyQcRbO8lSW06te_mgYVQvg7JskWlLih_6xsm_-59B5-nS0GrDqJPIXCzQDaPS5SwcZMOljpG2rDe8X-lWCOkXQ-vQjI9ytP7cUxVK7t9ya|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCE6xYAdvwdikQQCyGbGHSqfVHqmcLIpkRueVr9hQbaqXS1Mwn82tBukmvhM2efFl7ekc1_2239pJV_D9aYvHdNE1Izb6HEo6Tsqdny_-t9XEhky2GiYUDlhLDb9EQSFwiflrmFQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHrvUhgiWtMADFy11q1uqy9zLGwP5VtKBO2Xid9_rOcrAOgEy4QnJYYtHFRy1nGraHfiYTCIXwl6zC15mby8RnqoDHSzyXF7pJEMq6tmmicThbcGCCDhYpt4P36Y47GoUJPq2j,N/A,Hammam Ismailia,"79FQ+F5M, Kénitra",N/A,"3,7",N/A
https://lh3.googleusercontent.com/p/AF1QipMgNXzVqoztSk0tTDjHV0qYYHBpF-QMrhxOjlQg,https://lh3.googleusercontent.com/p/AF1QipMgNXzVqoztSk0tTDjHV0qYYHBpF-QMrhxOjlQg|https://lh3.googleusercontent.com/p/AF1QipN55AW1JMf_t-gEpZ4GZCDOWpNtFJWSuuh0TSva|https://lh3.googleusercontent.com/p/AF1QipNmR24kg_x70N3TEQfR32nUoapp_9ANK1Fm3Ytg|https://lh3.googleusercontent.com/p/AF1QipMIi1y2X_4c5bEshe9LUhCam6ZEo_cjnOFka3Qd|https://lh3.googleusercontent.com/p/AF1QipNDNQQp-LIb_j5vW7hlaeHGBHXGO6b_igwmuWGN|https://lh3.googleusercontent.com/p/AF1QipN4pL694gwPTOwTq3RzZIRxo0SFGVsFrnKMFbAZ|https://lh3.googleusercontent.com/p/AF1QipO_JTSUOc19En_72DBtmUmbjozzJm_YvhnpcRfV|https://lh3.googleusercontent.com/p/AF1QipOfjK17VA6OjVr6bF4-X_xp4zhX0xKcr5-ZhGiR|https://lh3.googleusercontent.com/p/AF1QipPy69dVyI1laA4N0ZdrICOxJApCMmSOLnfBlNuU,https://instagram.com/carrevipkenitra,Carre VIP,"9 angle ahmed chawki et mustapha rafii, Kénitra 14020",N/A,"5,0",0530-807080
N/A,,N/A,Ikigai Spa Hammam,"ELMOKHTAR MAG2, ANGLE Rue Omar Ibn Abdelaziz, Kénitra",N/A,"5,0",N/A
https://lh3.googleusercontent.com/p/AF1QipOZDjNBVH-8z2fCrIqRsnE-RWzAZMM9AZpl4yGL,https://lh3.googleusercontent.com/p/AF1QipOZDjNBVH-8z2fCrIqRsnE-RWzAZMM9AZpl4yGL,N/A,Spa chez Yasmine,"7C68+4QF, Av. Mohamed V, Kénitra 14000",N/A,N/A,0627-222046
https://lh3.googleusercontent.com/p/AF1QipORFnopNX2IDPeuejrk_e23tc7QawbkoY1GlFqP,https://lh3.googleusercontent.com/p/AF1QipORFnopNX2IDPeuejrk_e23tc7QawbkoY1GlFqP|https://lh3.googleusercontent.com/p/AF1QipOLSG9xV6y8zyKAf3uSZJf-v3f78tKoEFPTeKDq|https://lh3.googleusercontent.com/p/AF1QipOcf5LfGJdnoifltnVXDp-aMnoo0e9RNbx13TdL|https://lh3.googleusercontent.com/p/AF1QipOolqAIzhe3D_35HI27nmrU0LzMltNaNsPvV4qS|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6HlP7RhLAnbB9ZWmObGhv2CTZvY18BmqdM4fAXOSy_DmymUJa9E4tSyptj8H8aVd9JwaDVDWEYR07Zq1hOUpME3I6AJoh-HVpPK-dfIlbNckREetfRzdxMu-k168ifHhcSRoV|https://lh3.googleusercontent.com/p/AF1QipNXpkgJE0_COiRglrCEVCdzJ6U7mr9tfOt7dSYb|https://lh3.googleusercontent.com/p/AF1QipOTzWW_Dwx48v8-2PONL-uKmow5Td0qhBCQ6S9o|https://lh3.googleusercontent.com/p/AF1QipM_KY2v-F-sUy0-TUBDLkwc8PGDKVBBTE2gE3j5,https://epiltech.ma/,Epiltech,"2ème étage n°11, Résidence Nezha, 465 Av. Mohamed V, Kénitra 12000",S'identifie comme géré par une femme,"4,8",05226-47272
