location,website,title,image,rating,description,phone,images
"Rue de la poste, Fès",N/A,Momo - Barber Shop,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiEwbedX1hPSANBVXvEhX8tsWm3m5rDkjmtFNlrVUAVHKml6m3XbqqBb1mCiRLU15XYmwaUR_9YfkJMz7bSnX9JmD_UikO_OOn7LGg6tLPm4gCs7FLh3vx1G76VERkwSboXmFp4Q,"4,9",N/A,0694-272731,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiEwbedX1hPSANBVXvEhX8tsWm3m5rDkjmtFNlrVUAVHKml6m3XbqqBb1mCiRLU15XYmwaUR_9YfkJMz7bSnX9JmD_UikO_OOn7LGg6tLPm4gCs7FLh3vx1G76VERkwSboXmFp4Q|https://lh3.googleusercontent.com/p/AF1QipMOcpth8Jwqtp7GqeiAFSPZtLPiCM7Daj3roXya|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPPFsAAZhWz2GHR1McSz9x5Lx3vxobWvFacNIVbYdktAfxRjuDvlzEAZWiu-FL8GqNUL8uLtdb0JCzQCQeopUkdpDffVrJ3p75eKHFszqsAR8Zjlh2z_iNbPec2K6PpLYLcnDK|https://lh3.googleusercontent.com/p/AF1QipOMNixxRlerwQr8mfXoul-WTfp_8g__E2LOM96L|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxx2737tmAzTAKSrUP3yi5NH1I1N4mvyv-7u4FWHLpnpiaxZqreDhBVK5m9ubMw_XYJ2hqc5hl0JVr4xCnMMZHZ-NEHM6J2N3PQ0A5IT88M0Fg4gAgLmW0Gzhi6MyXm02-x0k_H|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyH085AZ_bXGqDOAkU2i9tjdjm86S3xN8t3Eqezetwkfvg2l_c2T5oauHe0cxDu7pOctpHHsDEp23E5zri4s31sbfdz2qNM6t0K_eD9f4escm_pVVT-QWbyugpv9EGcS1RH_M|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCSHradSK0oSnviDXPIam7kqfOoMFly7ilxQlPfhIPQ_p_CO9BaB-Ekz_XP_x_0pWeIs9O5byo8_woqYE7nnFrjZRCEI4EagsP6vA9TERP2nDYjg8K2c5h_32m2PLGtAORCBE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSH5Nf7MzEJL9nAZiLdVqi0ejHVcR_6y0r_Bg6u64VWnLwUNrJj2gmbM1CrjlyJcAJkBoSZlOXF3WD5jI91EGa2urZDg7YrCtvnCg7y5fDILGZr0wNpKeJqP3aGMciZntkcW_I|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7vpt176DViNVyJzYhc5a4fXBCbSNiz2WnNxIcSye9i-054GrZR3DEH6HcFbnvvBFsNbq_8jEv14xpGVkF7DPuun1arlkhvRy3oquO8RsJnVPYipdUwn68P-U92qHkpjIBFw6gQw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUbkybjCavRJDhP_fYJbo1DhKngfzVtMRG_KROwMj0wc1FazR8XGIY9qYF-53kS2MHXjno1riBJtQSqptJ4hN6Mzs-SQt_mMDO6FqWHFf3VjlUQTcytIIAyLb35vv2A1JNU0g5|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ1qNGucsDUSYCnyk-KA8lZRtpJmDoZSvsfYn4VTB5vbaD23Ss6f3KsVByq12eHmjZDSdH_ebhnb2Xgckss2Ic-d3yzFAwFjZG0OIpYFIMU1ga-gWDGfyA7wMdkciyQPaTT3iaAw|https://lh3.googleusercontent.com/p/AF1QipNWe2GLzsGsvLuoET-MHUuleslrOoPWnPPxI9p5|https://lh3.googleusercontent.com/p/AF1QipOA6z6VPx8jp1n_LeTEDN6L-z3qAyrD0xpA10vo|https://lh3.googleusercontent.com/p/AF1QipOEHvfFHiukAbi34xmpcuB6EZmHrKcjLJCLHdYu|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjjUXXUE83GJbw5aXP4a3WLlI4pecve-tzjsO8XaC1nDy13bESN38OBCkUXWMbsNEhoG-kYLcgx3nuf0Qdf-PU8K8TmkhOsG275J1sRPKYFW7WvaJygwbTft8dLC1HOf1dNikV
"84 Rue araar, Fès 30050",N/A,barber shop grace a mon père,https://lh3.googleusercontent.com/p/AF1QipP5C1bPiwjmUG5LsvL_2or0pWkDqJOkZVtbhAld,"5,0",N/A,0675-237727,https://lh3.googleusercontent.com/p/AF1QipP5C1bPiwjmUG5LsvL_2or0pWkDqJOkZVtbhAld|https://lh3.googleusercontent.com/p/AF1QipPqJScxVLpV5gDGCHhqeRcFRAj7FvS_RpuAmuy3|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzryfjOR9ZbYUo4MgFJCsFbfQ42dpZcwY-7-X5A-ByCQohn9eZSaJndR12rmKqB1XQEAPbj7tp6IxdcrNffCpG1HC2ogwKTLNDQmZdppYbufBu8EMU8b0rO4xTrLGOVkBO8WKwYMI9vF96|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkuivb3LVUULn2m8gR8STAV93IVeJPXHuFf19OTrF6mI1hzlor2DJ1KclllU165eYETtB6osV1ebL7lQl8BwlHcZC6wLyIa1q28qVSv-Yvf2eFGWM3sGP2iS4qUh3-UW-APaX916dmeaE|https://lh3.googleusercontent.com/p/AF1QipMrLL2lhzS71e7gSdRIL2vSInn1RGYjxMe5hFit|https://lh3.googleusercontent.com/p/AF1QipPsCSp8c9zYAoK2kW36XiTgfTScxLCmbq0uqAGw|https://lh3.googleusercontent.com/p/AF1QipORanJ-xGFQLR45MQJcdRCjsaIu16qyFI52hHfy|https://lh3.googleusercontent.com/p/AF1QipPdIkuWv5i17O_EfHZVrHzgHXasttgQLR4tBzdP|https://lh3.googleusercontent.com/p/AF1QipO5BfPybrJ9Afa5fkSyNq-sDGemxmSx1F0WlGh6|https://lh3.googleusercontent.com/p/AF1QipPuO47PwcdAP4XXhuQ-Dst3QnaXIxFb9MP2LZyy|https://lh3.googleusercontent.com/p/AF1QipPzKasx1Rq_gKYDqJPJ1EN7qL76kPca6y-vauv2|https://lh3.googleusercontent.com/p/AF1QipP0vbAmcpgMsv6E7KlAroH11baNBJrvUHjTQ1jG|https://lh3.googleusercontent.com/p/AF1QipNtIL7AHEOgE_bRxGXe2NsYXHslBLnt9sDzgLMi|https://lh3.googleusercontent.com/p/AF1QipNm-Mv5P42UxapXNaIJ_xH5OGMbzEcvNHlFQ3Og
"9 Rue Ahmed Amine, Fès 30000",https://www.instagram.com/barber_savana_merrakchi/reels/,BARBER SAVANA MERRAKCHI,N/A,N/A,N/A,0679-081531,
"2XJV+XV4, Fès 30050",N/A,barber shop vip fes,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA_6gDmuSVxbl-ofMJdRQZUO2vLhRQu_YsD1HQfFcFrwLSxxhJsXfnV1OUbNK9ZlCI182FFoziOj9Sqk6nKwxbAgw8ByS0BrgljYe-jHHQ635mRCNPPV8bfrOYthZThC0drk_xkQ,"4,9",N/A,0653-798695,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA_6gDmuSVxbl-ofMJdRQZUO2vLhRQu_YsD1HQfFcFrwLSxxhJsXfnV1OUbNK9ZlCI182FFoziOj9Sqk6nKwxbAgw8ByS0BrgljYe-jHHQ635mRCNPPV8bfrOYthZThC0drk_xkQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfRw-1MfhuVjHGt03DVkn80CneLS9PznForKSUhg-JiZJ_GANcb7hJN2ZvgqvMKNmJiKtLoUNdQopppunQH8FNg5mYuYtMvLavc_Kn0iQNRDu-ZzO6MHvf6j3mzoscIDbDuPx7Lg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLSeZPOuONlPVbMrR1hp7JHoe1yHKaieXb6mtFb5XyVVLx93-VwhmCD_EiyFS4wGgnhH6Wtg6t8HvxnqUXcUnBquil-fOL9Xl83Jg3l19wnPSm_Va7MLIpuPV2OKeyMU8NHkN0CA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoBl7B5bnRhiSRVV6X7UD4usmYRkJ-6tnnslC-yxKd-OBRxvq4B8XCvfBxjAhjh4vO7YAjs2fQ2VQsemvUDIhkwjhGc0INB9Yv3CCjpx_Jk3-V3hbh9Exjm7_-lTHxxUH8tjGO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvydjtpJ9hGoK-rilfwnEeya3k-iD46J9FNAb8rfgVzI5ECGPcmpC9gtkmaLKbc3Eb3sW3AWZDt1wlSYsx7kFfbZBHgnA2t2YazMvzl-yEk7Trd5T0Hm-ShDRT8ZSb8SjntEJO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwS0cvTQWNTeSzasazB3jgzMxhcA2RGKYewHzy50sqTBqlFZmc5G6YuMxbHDisrPewxXfvHGo8Yhyw3owaexC8cFoZlC3i5TeRdAU7-azm7YwjohUQXyUW0VtzABXNgVJIfL_pe|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztMl42kGW3_MC_O1EY-_0QC7ljQTPuirMpXrz2kcahJfTFRhe1NHFisxjh_Rwfr27CTtb39fQCC_w9RSeoZs7cSZlzgzy3KHKF5FCv7_hnannkzoKFSI-okeXI5Zss0D3cmlmY|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCCJlUfhwVMhatjziLlRO0wgYf2DUhSSfKcXpXxs40jhF4_T-p2Ku4UJnNRiae8EQ7Wsd22odkOfjPJWI4gLpcjOcJOtKaMcfJUeIXdVkMgJ-FR53Okn-DP8FixmQWbM0ZLrgdOQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqyMOYsjKOI3TRKggxZfuqy2fTqQS3Ssini2yv84D0ONQ9kgy3TGEjQe4-JPipoztTrjIv9LuV4dIyFRYhBgP7DSmfXiHiGPVhSBOlws3w7dI9FpUAz-pyzGr5q74kc8vwt-FJ4w
"3 Lot jbel Tghat 1, Oued Fes , Centre clé magasin 3 ENT A ,30000 Secteur 0601, Fès",N/A,Barber Shop Zaki,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3pMq6qj2c8b3keat846oMftL1WQuN3peJaGC6sXKjIc8vuGqZYi4YWiAF-VG7FHzOOiwxArOM54lxnouJqL9rDrStCVB7_Oktc2UeLO_qnBwZCEwSTW8IaAf4hJ5r0sX1oviB,"4,6",N/A,0625-367109,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3pMq6qj2c8b3keat846oMftL1WQuN3peJaGC6sXKjIc8vuGqZYi4YWiAF-VG7FHzOOiwxArOM54lxnouJqL9rDrStCVB7_Oktc2UeLO_qnBwZCEwSTW8IaAf4hJ5r0sX1oviB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsOPTFAIDWGG8ON70F3jU9foVuzWGhw2YCTR6BFhgmgQaxj7ocHV0l7416804osKv2l0TyVVdk0bG5OZ-WUkL0d63lpeczM7lgkHQTSB7YtvNXUv3oClOZ7b5rMDQg3n_k2-XCoA
"Av. Oran, Fès 30050",N/A,Primo Barber,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrTIRdt0ro8q2reBPKx1kzLFH3mWcXW60fkNDVPFb9dkzBRf6MhQNlVpn0gfGc8e1abpYkZ5Vhta6Z0l1r3sh3lkGTyvnuGsw4XxRnBfx1y1wV2InbwOd63VxDGSfFHEd44apO2g,"4,7",N/A,0662-827475,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrTIRdt0ro8q2reBPKx1kzLFH3mWcXW60fkNDVPFb9dkzBRf6MhQNlVpn0gfGc8e1abpYkZ5Vhta6Z0l1r3sh3lkGTyvnuGsw4XxRnBfx1y1wV2InbwOd63VxDGSfFHEd44apO2g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwStbUw0svfCPeotOAr-YOSwV6LuYoR6LAhj_Pmr06C4ErdplhYBt9Zk4UL47r2cL2e7brvgwlLeml4_pztz1MNHkig7bkpwzTS9H0FiA-YWEbyJGfRy4jdeMCJx1R3c1IhB3Ls|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlgS0cezhIgPuXHi3qk9o4di_M7_NaJUhCNVQTreno-M-nu_h4avNxvKg98g4dsVnHxpleH_caKfu4iP527Dtk-zn-Da_AH3tRf9CjMz-6I55R6aUPQuobX3_BgYT7joHAkWL-VA
N/A,N/A,Barberyazidjamil,https://lh3.googleusercontent.com/p/AF1QipPM1ZhzyFG9UrjMx36ilqnhGnVtK_RQjU5WoRuF,"4,9",N/A,0660-693635,https://lh3.googleusercontent.com/p/AF1QipPM1ZhzyFG9UrjMx36ilqnhGnVtK_RQjU5WoRuF|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznV7TiF2k55rmqTkyaPkOfGB1VzuL2PrsL1apehA8OAky_hy_guDVpWR8R4eV4R7ZaMnpkvgNwiQBzjA6DPTtGxoDrfI9nM-QYQABH26kyr3EFalsen93dKQpjtT-EZo7L_K--|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw70QGn1j4ciAaGLYazkJcoD8D5tFPE-BFsjE11F_b5NOPWa9zY0mMfkSHnxDCK_Z4_UlCbFKI4FuOLXrivENk5E5qRed06hNMXs7jifTJQUZyXNFlK0PKlQm-BOLjjSPh_7Os|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyh8JtIfNxqHSHwWzP-DQ9XZ-VF8v6HIKzRt_5SePWtBAptDN9G9HlpikkhZqLPh9wKflMJaz72wSNbwvexum7J7JmGM3r3WP65NOYXQvvXgiAKO0EUb6J041S9k0F90W7RH6mhrg|https://lh3.googleusercontent.com/p/AF1QipOmr5qcAf8tqfyJCTODTKBWXwEHfxgmcp0YlFuj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXaUNFyGHvFc6KfRgFl0rqS1WExWJvAj697pEtLzJl9DmekktU-lAzvwnOzgBrewvTrJ1HRa-OpvCbZIaAKIen4IocL4o6XTcI5NBzNtFrwNu6K4rZqwR1Scq3CXh0EUZ2jEE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsgidjFLqBq61JSSMZVS4H2dbOepdVGcuFzSdHL-OPP2eyev4ay3P2mFcU24LQbx24Jyf9nNAISXBl8nH0mdG5n8WdVCDo3lVDWsJc9VIgBkrK2no6u-2wVzg5V81TYTmNDmEubg|https://lh3.googleusercontent.com/p/AF1QipOAiVH9_40b66ZOFTKFa4n_WwWKTQ8wbBpYITEN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwKnlgGIBs-JPOi-6z5G7-yvh-3xmq8CrihuSn2UJPkEkDLoJSVz_s58jaM_GshGqwO5Lcm8ms5cLT1s6mUxpkfh7D3Ib7IoEGXagifY3itrpxUEhoOIgLpR2nM_iQYH2G3qXHqQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyJse-ooy3DPC6Rydooi5kbcaTwEgT1Q--Sj0Nal9UQVDA1aJPoW5cpcgho8kR5nAFLtgNE9bJTrQY-feIm8otVskOMkZPtOYiMy3dLvzvcHUKJ6X_gymYpwDWx_t_dnXP1hXP-Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlvyNAogwiwFRWcmQYSDypAh4XZTeOo49lsekRlzm2JhPkt7OnD2SegaEr8cdrCHnM4G-yfldz3DZnWSGF0pqPYGX4yrRPp2-iyWei0Pl0AM-8YrdaswwV7mxmJs5kTFZ9xl021Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlu7AJSNMwQNLDBYll8vaSYXu1NByqOiWpYiniz4DEoICeY2A6m1e2qiSpxiynbXaNDLWW2Og9W_dELuqNwEQEGFXeh2JRaC46o6zHLkgetH3TdoX9X6eAwkf3O3x1lrBu3f81|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3HepIC-xUA79Rdf27cpA-NY67eAPKUK_vzJgoKpWn6XdgYYcTQGmJLI6FZsROSGaCbZEyBai7dqCc5eGz11hqlc-emB8i9UWitWrWI0hl0M_1G4P6WrV6G625726S61_FX3pZ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9wCdQKjooBgHHeZMfHM_L3NuWS1M_XXEuDSIJh_nDuQzRvoahocfO4AHw2sZ-NsXvjgwshRWxggJHjGTWAdTO9lHzWVd5n7-MpBdrQ0f1K2CHgusVE9H057SrOwDrSDhByngb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpoXE2-xwedK-EPI9f9Mt7uqL2ICoo8dzlXF3ju4E5g6LtrL5LXYdMPqBW3YEvdx00PDzWOuBJnMCP9uFhGKUF3vohfFu7QTkGznikoEXdb2NhRIwCwSR2BzMQmMj6QJpbL46mOg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTzoPGmUJekbvrc1twe0YhBFAVyDsyoyWAXViUVqfW2wBvb0Wp8Q_LQVVmTmZxqRRB_8cUCU3KoFxUNcFxRMF1_lmXPsaadvfmwDp1h2tdH-Vbcwq-CgMs5O4kvl5kP9XkfPo
"102 LOT MOUNTAZAH 3 RTEMEK MAG, Fès 30000",https://youssefthebarber.com/,YOUSSEF THE BARBER (salon coiffeur pour homme-صالون حلاقة للرجال),https://lh3.googleusercontent.com/p/AF1QipN0cO_jSTKWuzVxHSgly7LJ0Ox8OIKIZlWwk24w,"5,0",N/A,0608-388187,https://lh3.googleusercontent.com/p/AF1QipN0cO_jSTKWuzVxHSgly7LJ0Ox8OIKIZlWwk24w|https://lh3.googleusercontent.com/p/AF1QipNxPdLGHp__iuMMXQxZ54AIr9nb_h851IDGUb21|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwg8pkRcAS7__knJm3d2FZbuAjtz9zBqGsGT2Hw0tR0NI7mQ0g3WSc2KMPiC-eY6R0AdAasgaWGaGTbK1jziaM9DkdMfpIJLsuw3fFCMG6x30x6AmBvSTKtBwHYOdjHXH6zydRj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz7pK2UbL54taI1GtB-Rroa-Tr-ITZ-knjIUbp7BdDynxhzQ-YwvoWiNCMeM63E5fiecEdGl5FmpBTGkWhcSrhtNQX8FxX-FeVzTrOkWps0EO0TjlJVWEDe5y3NftMQ7Aga43B|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFvoiHqnI7uQfUf_kd3xugm3R4EF71V-5niQxKRh5_RzRQVrtWl3J_cMIwye3TKxsq6TsKm3RpCYZC8OxirZgHvwDeQo0jqaCgd3JGDS7mC2M6Jl60_u7v3ylERsaRtn5ZB6V0lA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-I33hhuUul6nsK-Oprrwp8utlgrlAYyOxTONwW1XfCq5vV7ECw4Dizr6Z6xOdQZaQJvOflMYHh1KruWV9TEOZRYzHYxT1X7k7pGSdiCQj7vYPUwloOFeLdXiASEQlELOoC36LvA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyY9EH_xStOSN0GEmi4IVjFlhgLbJmRzAUH7rceXOTwY2yCJDpuiYCZfJVKEovwSZU0MQ4vtK4tvL9OLm5HT37LaN2WBGSKAmRCKNKG3u2vNPooh5HYZpDKmYaolRmNM7opuM5A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIsEFU1cDe4UMAxFdgQlr5rJ6JldES28UaheIJpDyCoKlsLyCmMXgh32pwzZeh-JA0GcmLD44QmPErnRnNODLjFUwcQIlFY9V7RqQf63FyWdeg5MPWobr3ckGbU9wlT3RzU9Ew|https://lh3.googleusercontent.com/p/AF1QipN5k2KxxnRnfaULAbdV5ql0PXOH5Hy96mhaIaaO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbeaxSSOYG5FP0IOsy_kX0job5-gdxj2HZ16miUHtyiIfHwnVysP4gCIYR5688CN5cEdpF3hTDmmjGbJm6S0H3p5FELLkifd0n1sK8FNmkoHOboeTwGPRV7Bi0w8oEk4gUNGpBsEzYiRs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg9WOdHB3wPHVsG_S-wzO5h-bBd15IZhyIEWNaHKHUZAfXfuQ4iHvMB15z9UIhA4JjpquoW8ZgAPKbI2eWV3pacO8eAexIr8UZaMq7ayiSAO7lblAnHqN6mjcKYvTTx9qd4QU|https://lh3.googleusercontent.com/p/AF1QipNfgiysMxYw48dZR7LH0wj1GiRkHxvXGlRudMjI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyespLzVUv-BGzykSL9wCy9sg3aWu2XnDsDwsw22thM3peuSUAw65ZicZAKpXEHbjh-0xVZrS0SgCjEgFQNFtJiGFuseXTnKgaNYqqtovfcb0vH6zZy2BdsoBCLmqSEp61XaxzUg|https://lh3.googleusercontent.com/p/AF1QipP-0ygwXG4_LKTXdUSukMIJwXzWH7hLe09ZMjNu|https://lh3.googleusercontent.com/p/AF1QipMG9yT6BXxC-r3HEquZUslEEsDbPfnWrpgS-9g9|https://lh3.googleusercontent.com/p/AF1QipOgytiABeq8HJLvNoqlHgGRMG6kFVhUFPMlwk1H|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz_mLp2PZxaqTE6WSnROOnGa-dZ5nZCMGlSSOtc653rmY0dt7C0TBt6dKtr-RmuajLZVECmYs3rruv4VZdKFO8mhrxXoyab5yBWBsQ5Pu7Ck-TaQVjAbSmkcke2XzZDGEaxbor|https://lh3.googleusercontent.com/p/AF1QipNGMYOo9XYEz-P4UpjZJwkANCH8F3nAcPmvoq5B|https://lh3.googleusercontent.com/p/AF1QipOf9q_d4EvDKF_X3oRGNX7gphT7kOtOi_TMxx1g
"Av. El Wafaa, Fès",N/A,BarberShop El Korri,https://lh3.googleusercontent.com/p/AF1QipN1h3j6GEwvM3bp6GSI7Lx3_IYbqnW_L1_tW5xr,"5,0",N/A,0625-902206,https://lh3.googleusercontent.com/p/AF1QipN1h3j6GEwvM3bp6GSI7Lx3_IYbqnW_L1_tW5xr|https://lh3.googleusercontent.com/p/AF1QipNYaT7ZSc40INxShCH_BbWQ5MD-Nr4KuqCVbcVN|https://lh3.googleusercontent.com/p/AF1QipOcYQpdhFBZK5kKL5htbdaILQL36RABUx2FgBrc|https://lh3.googleusercontent.com/p/AF1QipOtmF8130cGD9UO-BQdGNY0idnssBY4YwRqFG2n|https://lh3.googleusercontent.com/p/AF1QipMw2NubZmH4IErZtHjMcBwAuKG5zKxjgLDisdE8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyqegCZaqg_y0vb9vU3H3rDBIAwpe6QpKLeE8hct4A7uNxv_W-lUQshFkb911B72ReXFarqTssczONArl9GeKupp90_NxJh_RORIIeUzTdQRO5OQ2Tz9TnWf_ujBJIOxbfh2cP
"2259+297, Fès",N/A,BARBER OG,N/A,N/A,N/A,0617-595495,
