phone,title,rating,images,website,image,description,location
N/A,Outhman barber shop,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtufji_taPTxHIBR_Vln4cVOhT00ZkSTQCMZIjyZbUmvs1Ekb7XJYTK6ZOjSIr4jd7ZTlHhTtIXIOK7u0_EifMiEsLUuiNJvUhB2zqwe89S6nazMl9Wih8tDVmeXaDMRrfLUOLyDvUlUo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOs1AVKtDgmeGlfpX_hD_-O-gDCZO1sF2dmJEVm6jmm1N2PMbFx5OUTdNUbSAeAxdqJ-ZUl_pX2taahoPVjZcJXbgr8o3AzagBGZOl9cpwQfsYkUlSv9qMBoD3ZKx0njpcAT53Tes31CuB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0e3bLVjdx0rfzMgsjMa6ksL-ra1Iq1Ym_JvUfSS4AOCHepY4vKBghEbnUOv492gDeVCTP8Ru0Fm2gpYdoXAnTsReVS7jd60lQIfV67rAjkRiyNnFF0iKmkaUhYhs4ZennOCL0tim6rSPx,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtufji_taPTxHIBR_Vln4cVOhT00ZkSTQCMZIjyZbUmvs1Ekb7XJYTK6ZOjSIr4jd7ZTlHhTtIXIOK7u0_EifMiEsLUuiNJvUhB2zqwe89S6nazMl9Wih8tDVmeXaDMRrfLUOLyDvUlUo,N/A,"525J+W6H, Nador"
0682-840640,HM-BARBERO,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD8F9zVAg7hOhmnopFdKN6kEZrTLbFDgZ0Sfn2FDmUjTjiskCGm3jtirADIiBdKOvrJdsrOQN6PReNRN6HVBahkTdJUeg0hWYdE2TCY4rsET_UKzqvWKgj2EmdARSVLM_Quzc|https://lh3.googleusercontent.com/p/AF1QipPo0N2RRkyLrI0-jeQUm195MZvg4eU5-0_Wy_06,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD8F9zVAg7hOhmnopFdKN6kEZrTLbFDgZ0Sfn2FDmUjTjiskCGm3jtirADIiBdKOvrJdsrOQN6PReNRN6HVBahkTdJUeg0hWYdE2TCY4rsET_UKzqvWKgj2EmdARSVLM_Quzc,N/A,"Lot al omran Lot al omran,selouane, Nador"
05366-05741,Barber Oussama,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"536C+MC8, Near Source De Vitalite، bd lmassira, rue, Nador 62000"
05366-05741,Barber Oussama,"4,5",,N/A,N/A,N/A,"536C+MC8, Near Source De Vitalite، bd lmassira, rue, Nador 62000"
N/A,Manhattan barber shop,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"53F8+H8C, Nador"
0698-690980,Salon Beautiful de Coiffure & Ésthetique,"4,3",https://lh3.googleusercontent.com/p/AF1QipMFBuIFGBLrynnUiUwVd-uL7cIHfNNkzsVn9ao|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIn7w9x9c4vnWs4n7yTxufr4bCxIFtGmKNr4ee-IOa5_Cb0l5iIJRKBrVV5JNgpIVT_bNK8o1iYJ6lKjW1r0Mmy0smGDnxxKWqL2EDw4G6Y_7lL1QM0P3xLd4EK0R86Jam4dD3|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUXyF-ghZdBLGhjM4jw7VtFCLhUZq8Qjw8yjFDmIWr1WPPjPE1rqSSXxpH6xQqbBi-9_h7_eMjK4Lmuz5_tXPdh0yrMHPhXuiqSs2tI3E3ZvASXou_Z2fMzNf8VVnc4Ce7Njff|https://lh3.googleusercontent.com/p/AF1QipMbI5Wm73-WJSDiLNyrE5FftKxqCWz0cbPFes0|https://lh3.googleusercontent.com/p/AF1QipMwObMh9IbV96eCNnCKjkhkjnzydxyFcuV6CEY|https://lh3.googleusercontent.com/p/AF1QipNhGu9geP9qkqPJZdfw0vJO9Bc2KqnxGU10uQw|https://lh3.googleusercontent.com/p/AF1QipP-QPDrAU69BaDzO5NbaHUg8aEJz8uWRqJFU28|https://lh3.googleusercontent.com/p/AF1QipOl9AdGX5TwnIjkAex-MAFOPplfBQMXGTQInpk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrVrLvCR2z9zyYRr6k0yaKHHOusIY9HGDkSbdrH6FZMg4m4nXupMG55imWIh6KuUF0IvtGgJf5jTPlbgBae03lN2opKUT6Ycmh0Zexrb0VXHFr2oU_NNDZ7bXbgNtnP5Kq8aI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZVk-BN29SzXkjYT87b_hfVMEbHQYafPpjVBDAnXMD2GbS7vGgj1DbuDjwqiEBlIs1CeSEubbwlUYGOe_O2w9WqzxibMDBg3hFrvGE05jkBvjqAxX70LdjzJZv7GQVrrgejJLAvg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeCjD2bT3QklC00PEIpBZCVUpOxgwQK6gcSyFFoY0JsAgC7YP7-G5-w0o0ZTXfCI6tW8qJWVerMsP0xtO38kcx-2WwEwwgZzL1ycTGNVUkF3czjyEmDhml43xKUpuHsMrjfY7O|https://lh3.googleusercontent.com/p/AF1QipPhZDVyAx2Lmf-PFvnNsgbim3hKt89CpYxnEMY|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4FfzQpsJe3AfORAINKUxXq78TWGuz1DLYufdPKNfu-d6efN1XUZ-T-J9JmW6qk70W3qgkXH9bvkUrO2YTdGe_yskjfMhq3BrO8frguH-hny1NEb_irJpnV9zPIa_oNi7oa1jUAw,N/A,https://lh3.googleusercontent.com/p/AF1QipMFBuIFGBLrynnUiUwVd-uL7cIHfNNkzsVn9ao,N/A,"Av. EL FARABI, Nador"
0627-731678,Ayman coiffure,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqSCJLz_AYWJsk6vxqAuK5bQFdhMyCd-XhZzNzad6l66F0537TZRCPD997SgIBZ2LdhEjcN6_GSEuLlxJm611LPNkdOlknArsveYHXa0OSoKduVPDp-dD2sjKZHeZ7h2WTu0P2mctfcCc|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_rE37k_PDetKVwMfbXNHrdqWPviJgTv1tUUZhhACGHVKiltaDmhwMgrX3Es4_iNyJqvscMa0gUE-7SBV4FspPPdi7kgDhcdc2icN-gEuwsj0zzyE_2FQ4iaINi9Az09CMXNk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlMeyRcbGkFXB-38_FLWgrXTI7cwhVZQPnQz-3piD0B-Y9paYpuCOHJeGXlR4WJejn-IUbshAjTFKPI0wYtDcvYYkMazOexORH9tTliNf-xhHxSQingPUN3cumCJxaIOdZbHE9|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuqSzSz8W2ru93D_TXuwIcEf33UtNsxdN9L3E3GZda5X1phLTxsykuvmb9G_ELXcPCil5ZH7P56emsYGdbwHlgJV15YqhIBX69iYGBUQRsk3KlM-U7qhx98Zww7ZOpxsn_nGWw5_z04cXb,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqSCJLz_AYWJsk6vxqAuK5bQFdhMyCd-XhZzNzad6l66F0537TZRCPD997SgIBZ2LdhEjcN6_GSEuLlxJm611LPNkdOlknArsveYHXa0OSoKduVPDp-dD2sjKZHeZ7h2WTu0P2mctfcCc,N/A,N/A
N/A,COIFFEUR ISTANBUL,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy95PR4rsnZvU2Ed0FbvWbkj4O8FDHwTnZVzV6vpEDGxoasFMQwgOqKS7FFXl8gfR8HfYAlFNZI3ApaEpa8WisvODe5sD2Z-xb5vdlTOwXIvhm9Y_b51tTrEzfEnfk19IkkcEVo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwseHHqB9Oa9mplLw_iuAJj7494SOD6oqdMd8IOUkHpPboLrg9EvsFH6cuqIqQVAutlzFOi-IeD97H9DeT_muYBYNOT798KgOFX2tiw9kFh56aKk_wpZ93N4bBVXAubXRvp6mDThw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaw9MBtXKmeYjq1xQ80m3YMFvolYsSGnj3UOmNmDTk73BMYAOkCQ73vgSIxVoBH9asp4SlnlDlcpUhT74-EU37NfJAKI2oznbhZZNoEpsaPKHURjGp2Em222RMKdJ-HAZ4DGDheQ,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy95PR4rsnZvU2Ed0FbvWbkj4O8FDHwTnZVzV6vpEDGxoasFMQwgOqKS7FFXl8gfR8HfYAlFNZI3ApaEpa8WisvODe5sD2Z-xb5vdlTOwXIvhm9Y_b51tTrEzfEnfk19IkkcEVo,N/A,"539C+CQP, Nador"
N/A,Coiffeur,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"53HG+W78, Nador"
0648-420454,Barber happiness,"2,2",,N/A,N/A,N/A,"53G3+J49, Rue JEMAA GDIMA, Nador"
0629-034560,Coiffeur oussama&kharshal,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9FW7-77BpJZw6ikm0mBceGuHNT2ESzlREMr5XsqPQhL5028hyLSCWkrxIEmSRts0gp9LNz_-EmIcnw78PtZpeJzp5HytErYFL_IMKu4L-bckYuAMJSLBnGSpErxgXi0wo4nlW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWRVl44KHgH-878Zr8zhEb4qvCJkN3f4-w4nkeDn2qZmxnlMRmjQELaKROQNBr-QMigL8xUytE2RgKy4v4--Q0UIZ7NqJhQY24JNMAo8_aFCZkK32qSKWN4ThIIRvtgYaV76XM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsa1YtMThssmKmZ9kGEFDLPJUva8mM4ZhrIdtYOj4SeZuw_FOQST7iA9tsS5br4rGNw3qb1wyALwzdVBgNCH_Li_f9j2ukmWWriZVRwoqGq3yjs-2CwzYtTfyzmyTph5YX6yBX|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJQoA7QZ36SkvcB8F3xKD8aYAIWk3a8sjWXJEQM_mDQmmw6F6OAsO2ozgKS-wBUWl2x2EiR_QKaxoeLCG8zHhOneDUiUomLP2mjHtlosbfIt1RcgNK6yptjLB8vNRMgtgEDXc9W280IHw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTmPksmHL33RgZ3Udfou5XA0trUDwPPEADKR3NDmngtcCSFi0_ADm7h0VYvlggsQLQOBvb0_XtxNetNTeUbQRL-775j90EoOyygrb3jcujstogoTUQlIF934vm5eJttkJzBlNe|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNLDbnLnTFX4vRSY4EfJE3hZ30QP5pxnaeZnDCdDmeYZ9N2dNTdL_db7vpMAuhOb-bcPmHKW84UAgxQhdhaA94WAO9QO37TcrcuhFhckqsY7TuPQqkBAGBa0PhUp0WtTm8YRg-|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBnGCW84D3rPaQq6FaKKjEOqGNvj4qH2BnKM5QUHQx5xs9glgRMpk3r-zfCLwMqsNuCixU7Hh4P9r7VqKzfoHUeN3tNbiS179Erv6XQ7jeQXMgHUs-nWyLPcNqqU9kW0slzSbG|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZ2ac0wb7cq31QDrHsJsnvqnnzQmj9PG07e1CqHUAHiNLn2GHFNILMIv-TmOnQzSzpS2CAOWyW4d3b_kLb9-KQ3rLHXap4X4zHL3uzH2HQXkatkrZfZD42OaaCdJOtxKh868w-euGAN16r|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsU9LMFXhyWpT9wxgcsio6NSuB3qle6gdxXyUnlfryewo3EZD2Wc4PJHYWcdM8OwA7Q2pozlWJlNhtyNF6Kvf_7UIj4KWJQdmEOM2OUA2hgsg_TYtankpDGySSkug1UvvECk42|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyepGE3hXA-WDBonRLDJnmav2YYRdywawiJRFR_SabrpsAaPfMurvde4QlWNcYUCCy6UKhDNdMaffONphf5USQ9L6VNBHSOLxS2oPc2CrE8OS7ZkGoP1Kw7IEw_x9f3jtSIaTrH_Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIt5GB4bjX1d9ll_Nr-yNxPdfVav64d8SfeFJ0AogS72pyapkSWgUEwC4OjvBkFMT1zHpRlsfD8khjZ1ZGCxyDdUvrf6nYpXeMVztQpJeX9UcCk21RtzPi4pw5YAVAiD7NUh4|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBO03Hu9XMXOGkaTzt3Mg_RpSwCRaV3vMjvZ_beWm3BIeWP1Zulu-9_avTGy7vBSp0wGRJGSCrg57eF-0PkY9xzuryVDKeNN0xszmIYqz0ERkiaPS1aaLEhVwJjZ8YsPkY8Rw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0nvcbeXX-tMLBIVVUCSDjy6h_SlKAw6UEebfE2n7EuMPAf0JPOUp_-1xjEQuI89gc2UqFWdM-fbY1Dshkkts4tJ3RWlVMwpYJ3UIVEZbOSmJ_fL8B96naHHMOrOGUwkh9HbSW_w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbrxR2kUGSRCvJSwpcKHmY2HRqAKnkWOnw68LfsCb5p_aqyg6FPqKN_axCIZKgHcBS9v0RlK6B2KUVhBZIdHiVYwh5mgiwwsW5Npvsl_AcMqCpc5fZ67Cbo6BfPnlMHV1gCA6pHw,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9FW7-77BpJZw6ikm0mBceGuHNT2ESzlREMr5XsqPQhL5028hyLSCWkrxIEmSRts0gp9LNz_-EmIcnw78PtZpeJzp5HytErYFL_IMKu4L-bckYuAMJSLBnGSpErxgXi0wo4nlW,N/A,N/A
0654-534572,Coiffeur Mohamed,"4,2",https://lh3.googleusercontent.com/p/AF1QipO5eGc7G-3IHUNNG_3H9NvoUMKv3JYJfRwSwJfq|https://lh3.googleusercontent.com/p/AF1QipMKssr_jbGlws4WSjE7-NxkSrux4nFZztmtu4ZF|https://lh3.googleusercontent.com/p/AF1QipO3VgKygw9TG8Gzl4u8yn6bBESPIB3OhsUoR1xg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE8nhmn_bNy_7QGEic4CP8jsfa1gAn97JvI1VJWMdrKv4cZdnYWEbqMM9OCBILOdp2d7mmBz6Dwv6_wJzDY1R2kwZJSD0Z7hoxGG1BFWP8RZ3FOt_eaE_PGF97FRUosnmkiUpD|https://lh3.googleusercontent.com/p/AF1QipOkjEesUrxwwmNrrFIXgy2mhMYR_N3gEpZDPhqn|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxUVXX4Bors0PcgXvT_SFwviNV-wgTmuOg0uZtkp2FIGsp2jE2BKjLTZbaAF_Og0PgXJnZia-zUFG_RnsDQfZTaIwjDJL1iq-ym3Jq8dxhClGxCUeoJyBKgVRtenMdaqaGpNxUE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxB9OznaRevr2HgLyFcKM-Tn4D_AA99VTALsnSVnfZy9NhSThaUvIToPRzCyjpdcK8OGnHpzfYlOL8mLJbPZnLEvFLUpsujTTGRpSAAZC-bfSz0aGvTKB3Nll00ygszkL-C4Gud|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWACZAQlVk8GrwPolRKlCF0zdWuuxcrPsryornlbKsPs3GuzUBYSEJ4o0BcB87QxdGvaBRGSdMHVgcEC0HvI7rMks0IkhFwlunaOCVxynjts_uTQR79OL7fYTtAUOeCUveWbek|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1TrNtcJhRV3lH-k9BUuS87jg1f2e4jcZh6mLu-5T92lkkyXqUpz5jl6WZ52bJpLSrYX0llYFmM-oSh7ycG0yE0aL8Iqe6MNe_l0iQP6ALFVYWJmGo0Xm2t3aEy67MfVrNUqPL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZy44LShyanFdX3oEc1DvoRbqc2rupJXeIzRfzqIx7mLYEDRdcy4Ita-ySYDv4F3PsTGhqo9JHwLVfmZEyeMi-a6mcnZcRAzIm24zM6ELKMJw644i_rg8l3rinQ0abWEh8icGw6g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXWlRF0ZEPVGQZobj7YjdJsDcA24N3q8rl5HvftJZX3ktsPieRw9zxhUDvobjwMOJpp2th94ewq_Bcyuk0jvSCSgJTnqTLEzPi-V8_lgHUuhwX6cIadOr86nMd-4t9f-bT5J4|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIRiKZNyo35xbYdhNZNo1fY1cSTQVRAjG94nZuZazj4BV295Cj1MJ_jnSB-j7xS02Rvegq0b-Ls7ABuFVckNBZQWVxSqapQ5TuJTXBNvi03vKETYZljENspNQzPUdZCWWDrr03|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2KsVhCltvYw0C9QNcTR9IPcRou6tZp6nMtyaLKim7llX-Fj5giyJSzzUWmEQQOW5y5rRDv4ratirA_du1JS-L7XF87HXP32uA-np3IHvaw0CtdpI23RP2cR6E98aczgphtPxj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypDAfAS-Qci7bIzPUn9zV28QdC3VCqWflNNptGxlxSdQWKOpt_HxPwAnj0jP7pqxLnOjdWBn6ZsDfUF42608OYTD_348SiwroPCDVMksXZ4hixK5h9IUcJI8_TFfxMGlit1HyBmQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDSZnkUq4xfjn7St-3xWVb5s6IXwfVjQUERUIJasHPbrdw5t0uyVSImGNZPaGpmBkp-CLREJm0b6HlatEIK5AXkESs3hLZpCh7YcGlO2ArFZY7_tqkht2RT5phCRexphowSEsL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0XRUYpvoKIZrTvHZ8hBW6gNtBF0bIdj5qm8xUB46_WZnXyP8KabVh1unOsMUE2tMQlXC-9xmXyuSViWb3PCSfHVkBW7WgDh7aSGJvt58tcs8BFAojegdFGHr_tZJeTKj5iQsh|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzEaaKlt7TmNfiUt6aHVixeSvlPebeoBzUKGp_V1eUYRJWRSvqZQ_jsMULlFK0bYZ_Y8TPEto1Wb4o-T5biNlO9E26-P7GurYov8-f-XZTAsgmjqUKiW4UtjISD-dlvY9dXKPGZfA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqgo0bstWw8L_BJu21fUAc7F7WoJ7g_4m4QKlok9gGt0nQhWoKijZRBPiXl0wgxpW-LALa47ODNIe6ZI21sWV7A9gJ2ynUalMz2CZS0A_1x6mxhOqLZT86ldGywA3n5OuFFgok|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7PJozgPguet8SAZ75QOqrwR8n_n-u6jPowL7mV4FBtCt_oaOLWIUca0xdzCQ3DXDvueSUE7puWa5n9Hcwnkbp0pLYxZfkBibeSV7HwEgWCauNe8l-5tmnhwoWOPhLiks4ds6L|https://lh3.googleusercontent.com/p/AF1QipODL5oNKQWcGNwM7By0B8xCrOLkmuLwRWqRylK_,N/A,https://lh3.googleusercontent.com/p/AF1QipO5eGc7G-3IHUNNG_3H9NvoUMKv3JYJfRwSwJfq,N/A,"رقم 28, تويمـــة، زنقة 24, Nador 62000"
0671-187513,صالون الحلاقة حسام,"4,1",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrnIlVWXLpoT_vz9EyL5Wp8dYWgyvaYl-8XMsFZSRRCaKnpGydxTCa_DDN6Guns5PVaKY_oRv-5K2Ppm7sCbC-bjCvJMZJ5zYgbe5BDr7u9soGTUAsnRc89mP_nInZgqCbptBwcQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzv6O4rfkj5MFt9wByISg2h7sYDJ_r5qKu9NpccWhD6DiZBhIz4EYXkdAUOnOzVViNRzyP1fnQsWav6IC335kHacIcDrCsk-Wg_2PV-c24X4BXVDbf6FLGAxYtK3H-9OdkmAU0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFEv1po1ePp4Br854tJxS97Y1v3dyj4pouwHB53f5cu6wdB6pJzF9DRpx5yuTs85U4ud0UgG1NITazbeJGv2Mh3GRGqe5ucklfv1HW5y8ecTyHaSAYBd4ZTVyB4wyPB74tnzr14A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7oXpF54vraNZFtJ3i56-5ymdA6ew3JC3VSQf5ARemG5y28-ihYgiNuWAdYLqwI-k6cJeQtRpKOdgcgVf0qw_W8RMSeTQSaYPsI4gI_6XUz03uBwtuUmtFVOJdNnQ7hTi6cSL5qw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyknbJePkk7gdbG93MrPF01LhXFHEKCkwIM0BOVSL4dtVaeNnU0GipoYl8-FCizZpBElp9c-YiLrIvomlH2US1xK9KZTCvTFYF95OJlE7KFeokgZ3OaSYsQl8BfIirdbzUyHE8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXRbjcxo2OP95B64JtixT4XAglbJ1q9Tf9F6h6PrlxkVAW_2HIP3lKJK4b3I5smEZw3aSJpdfUXr_EzNowIr-fUzUzJUScxcdICJIGXbe4Gi8v8UN8lUYpBs8owrNBgOUYZJw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJXtcI4LjJBM8jylSl5pLpFcUyZErry4VDMKw5d0rtZdY9qKvzl1yD6xdemac5EoriUCJ9LKaNIThkpqV8bbckpbtqFPMRamUgCt27wpd-kNFWupUbZcmc916IVk3Tg4w_XNE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvhBCnU4D67G1Gjpqetj-LupntjpTesojWSLIXEERAEEx7-G7jmw0zQMVcRegGcS3UHI6ZxMv4-7TYZNgTlmscd5G5XM2Auh3k45M90MnQH4a0VUvZlMDNyKi8eDARu32Fq0Jg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2aGsel-6AEbILsNsZO9R_PRXkDXhZe9w8GD0dWKL3vNGA-OvCT7a_c8jpYVxh7xpI-LtgAwU1Wm9qOvJvvWWCKCQ3Zb_VvudrapC_o5M4Qq8XZw_f_rpkiVxibTVabmehZA5i|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytWozw9CaFXhOT9eBFDiSKxvEL7KziqXqVwQqXw1SaPtcxo1w9MDqiEww-XxJXuYB92WoLMu6xtgPut7Vm27PDC6uOuagFehfXWS_qTclQl0F7MfHKwc0dKUHlRqpb2wfiRyQKpA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6SsMF9XyLu8Uxs_WhqBTTTOGKnfOrQPUtKCo0fyeX5s6_zqGL8iDrVZTdxBjN8rnTEhF40BU1mWWPZwvGof-qJtibEFdhqmUqJZvnI0vJbccZGtxBkUk4Wj7jdhSkDUE_bfJ5|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMXYxV6Z9cVPv2r-C5KEdN2x5MqTx-3MRDNJ8jyj7WpDbirZrMLhP-IHtWZaVjlQvtpnxqfZ6nbAlnO_mT-nv8hGyyXBKdxumj9Txhx0QdjfY7igfpOsfE8hwBTpdoxGAvbieuRQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrXdQ06IqPjetsiG8iIomGM28JHpPrGQHzhmlguAaDvd3HwvBezHmhNN0GmsevT6Sg1_Pblz-V9OYlIQEY59CP9M0akxJ5RfvCPUXeTLxtYNN3SJgLBVHw9Mocdj8UjEEqjVfj7Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysbN_heTPSS7kjc_TpWAeTlX6rRtQAIsO_6Eg5Q5Uu2H7lmpH9IJVsGlv2KJzqZv0HG_wpsv-cE-PyQz_rE71_iAjsr_kTOo3hLmBm0HdaHi0w0iXYuAgp-a6Hd2i9RAxaSI48|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJPnl0BZdKFe3Sqz_E477ai6djjuTFfrBw53ZRtGD1hfG7_dG16MnFGUW3Xyi3wGNo2WFyYbdEpCIMDIrHbIPIVc0AqiXvOao4FiCE-hYOD0O77kVe29-7LMAwTUyXawMXK35p|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrOjnziausVEZdqA1bglHRRpukcbrJPbLqAxUkb7c-MiJAkb19afwm2PRhRzPZCPMjN-Cy0kwyPKAIKew2cWetT5CncmUjwuHm24BmnOqvVpCsZ1WOFtMqBtU4XF0gI1Lsrxfo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywqgfzVRFTN7NyTx4OTxxbIGEAYonPHP4vB_pV0fCYWQX9YA8bX-xElwa9Qa2A6Zviw7CfH2LnORr6ZeAZt8hB-ihIEb0N9AGnBMGSvKZ_ANFn2D49LHdAyqnlNHHiyRa1Vt3tOA,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrnIlVWXLpoT_vz9EyL5Wp8dYWgyvaYl-8XMsFZSRRCaKnpGydxTCa_DDN6Guns5PVaKY_oRv-5K2Ppm7sCbC-bjCvJMZJ5zYgbe5BDr7u9soGTUAsnRc89mP_nInZgqCbptBwcQ,N/A,"Quartier gaymo rue 3 N15 boulevard el massira،, Nador 62000،"
N/A,Taouima,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"43M8+8MM, Nador"
N/A,Barber Prince,"4,0",,N/A,N/A,N/A,"532G+442, Nador"
