title,location,image,website,rating,images,phone,description
Barber_shop_Ahmamou,"HJHW+4FG, Tétouan",https://lh3.googleusercontent.com/p/AF1QipM4r6x4_Xns9UKUPxlcdCO_8oSTKga4dN1iW9ab,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipM4r6x4_Xns9UKUPxlcdCO_8oSTKga4dN1iW9ab,0693-150383,N/A
Tijeras de Oro,"Av Med, Av. Mohamed Daoud, Tétouan 93000",https://lh3.googleusercontent.com/p/AF1QipNynmjHkXh1vFWYvbvxzQ-CGAy5s8srND5hbshU,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipNynmjHkXh1vFWYvbvxzQ-CGAy5s8srND5hbshU|https://lh3.googleusercontent.com/p/AF1QipN1VSyHwPsq84one73jNVWDkuRviX30NMSpLe2S,0642-261635,N/A
KARKAB BARBER,"JM2G+3HR, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyh-8Y7EYupMaYFNtnwrA1MbHly9qkfohz9JLq44yC1rwIiQayCO5E_oPZJac0pKbPE1QXwIF6yHzYkS-moOoE9syy_-5pttSum3hKV5mmyJQZl1cdsctSIfK3k5FF_KBHHLZdj,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyh-8Y7EYupMaYFNtnwrA1MbHly9qkfohz9JLq44yC1rwIiQayCO5E_oPZJac0pKbPE1QXwIF6yHzYkS-moOoE9syy_-5pttSum3hKV5mmyJQZl1cdsctSIfK3k5FF_KBHHLZdj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya7sdeCtG90Qey-is0lTBk_vjKZ13UVdcHg88ieLEwjgghSsyj4_M3P9Qm65SEkeg57zqw64tHLZ_AMAVMa-ayGGguIXHDIPAmPNhWRsdMzVe8KW_ddXRi8MyeclAsm86vqRJHaQ,05386-84864,N/A
Beauty Center iSmael : Hair & Spa,"94 Av. Le Caire, Tétouan 93000",https://lh3.googleusercontent.com/p/AF1QipMd-spYCU-9Bm5243ieTi5wjwfz3Yzak40o73_s,https://www.chezismael.ma/,"4,0",https://lh3.googleusercontent.com/p/AF1QipMd-spYCU-9Bm5243ieTi5wjwfz3Yzak40o73_s|https://lh3.googleusercontent.com/p/AF1QipPnxpFPsn2spiQ7v8QhnF4k9jwYKWMGZEKLMkXt|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxw6pxsRaNCZQIVLGAAAYdeLOWzPsl48p60_H4bx7uuCNqiWowhhmzUHIO9IKNfFdIHXFE023FRYXgAvj038O1Blma5LkfyudzyyB1d_E5XAI8OAJ-1ib-x8KtHAr9MC7ZakAmj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5SvAkZjXTEBaJmflHKK0Cz4Wg0mSFqGu6ijc3qn0tKJJSf_G6mE1b8Jm170tk4qQ89q3_fH7xO6L_kq2TSKELH0Xl8my1p3FM28jHDXathNQ3DBO6mhkZWZWriu1mSanLe9Xn8aQ7cN5Y|https://lh3.googleusercontent.com/p/AF1QipPTygjy33Wk06WZxcVbE-4ruU8dTpGmtg-yTkNd|https://lh3.googleusercontent.com/p/AF1QipM7wFqZpb6S7Dc8873Hmsj5ZROgIn5UNqEtyXQy|https://lh3.googleusercontent.com/p/AF1QipPnoWOTkjinZjpDodvl5u8BqMmIjI5deITlzn0Z|https://lh3.googleusercontent.com/p/AF1QipModYsvofIS4WcWZnIMvyFnpIU1utex8Yc9nbVQ|https://lh3.googleusercontent.com/p/AF1QipPSk32qTa7ntBzAl9lkMvUdwaSv8RTN5i7onbJP|https://lh3.googleusercontent.com/p/AF1QipMjFHOKiEwXgiJKi4FpPBVoC6ZTl8WYWtItobJk|https://lh3.googleusercontent.com/p/AF1QipMPkMJ5kvA4EcnFaIK1wxQkaT0z2DZoKpOIkrnd|https://lh3.googleusercontent.com/p/AF1QipNXa4DMsRCsmSVEHTki7LkNz2UK8NVDk-0eZbwk|https://lh3.googleusercontent.com/p/AF1QipNYCGoVGtJWfSvKhm6oG108ayMG-1P7JT1GayIx|https://lh3.googleusercontent.com/p/AF1QipOmUm1fsADvrVhdHLuqVW5n9IuN1WvSh2ti6lU3,05399-90162,N/A
Barber Ayoub,"HJCW+CJJ, Av. Dakhla, Tétouan",https://lh3.googleusercontent.com/p/AF1QipM7wFqZpb6S7Dc8873Hmsj5ZROgIn5UNqEtyXQy,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipM7wFqZpb6S7Dc8873Hmsj5ZROgIn5UNqEtyXQy,0716-301263,N/A
Dopamine barberia,"HJPX+G47, Av. Jbel Toubkal, Tétouan",https://lh3.googleusercontent.com/p/AF1QipPc98CPrT8n_cu9L-agSsJK8_93Crji1eFxzdcC,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipPc98CPrT8n_cu9L-agSsJK8_93Crji1eFxzdcC|https://lh3.googleusercontent.com/p/AF1QipOHKOne-52uBA5B00vZEKf-Ofk52BMQOymFZXIw,0654-409659,N/A
Barber solayman حلاق,"HMQ2+7R9, Av. Jbel Tidghine, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBTl7kH43iJ94aX87SKDMDzXVEdl1RgzKKBUQATBLP_eBuCoT3dGE90doRXD44uc0D6DymIPDMkXBza3AGNTgPIjyABgw1Opo-Ktn0PnWa4gJiUkNOCf1qIZgz0DDoinD17P2L,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBTl7kH43iJ94aX87SKDMDzXVEdl1RgzKKBUQATBLP_eBuCoT3dGE90doRXD44uc0D6DymIPDMkXBza3AGNTgPIjyABgw1Opo-Ktn0PnWa4gJiUkNOCf1qIZgz0DDoinD17P2L,N/A,N/A
Barber 8uit,"Nadirloco99@gmail.com, Tétouan",https://lh3.googleusercontent.com/p/AF1QipPC6-oRJIMprkEhZb4hUUJ9OSXNbTA1pgmymCyi,https://www.instagram.com/barber_8uit?igsh=MWNnbmF6ZXRkNXg5MA==,"5,0",https://lh3.googleusercontent.com/p/AF1QipPC6-oRJIMprkEhZb4hUUJ9OSXNbTA1pgmymCyi|https://lh3.googleusercontent.com/p/AF1QipP11USugsXN1rtT--6pXRiLDQFzP-oIm89ZWtq-|https://lh3.googleusercontent.com/p/AF1QipMi12JgL5-t5MFnoS9ZAa91oPNQYHA1h_g9fpHl|https://lh3.googleusercontent.com/p/AF1QipN4CKAzoFIemFEvjMsVmi0kFeN-eY3RK6H1YHsr,0688-653772,N/A
Barber Shop Boukhari,"HHHX+Q5C, Av. Al Mamoune, Tétouan",N/A,N/A,N/A,,0709-610445,N/A
Salon Modelo de Coiffure & Ésthetique,"LOCAL N 3, 279 Av. Kaboul, Tétouan 93000",https://lh3.googleusercontent.com/p/AF1QipPNwW7nFIArLayMXhv68Am5RVCSlZ6kPKwMkWeW,N/A,"4,4",https://lh3.googleusercontent.com/p/AF1QipPNwW7nFIArLayMXhv68Am5RVCSlZ6kPKwMkWeW|https://lh3.googleusercontent.com/p/AF1QipNaq04nyYml17kuiJ3YVV2KKFJ9X8DNQApR7Qvo|https://lh3.googleusercontent.com/p/AF1QipOCo7k27MHM6y-rNQy-HFUbqB0_2LcDU6t4J3lY|https://lh3.googleusercontent.com/p/AF1QipOa6g7F66phBBcNgko5ojLMPYiunGHkbvALo7Eu|https://lh3.googleusercontent.com/p/AF1QipNcd-VSW7nRsa3Moz3iaSzrIcSYey8bvyZyqmed|https://lh3.googleusercontent.com/p/AF1QipMGQmzakgE7hMhqSnvyaf-6zgMvYETNUx4wHy2Q,05399-90245,N/A
The king fade,"77 Av. Mohamed Daoud, Tétouan 93000",https://lh3.googleusercontent.com/p/AF1QipMbsoIEb-a9TGzK_AqidkifryDFYnHWUIxFl0N9,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipMbsoIEb-a9TGzK_AqidkifryDFYnHWUIxFl0N9|https://lh3.googleusercontent.com/p/AF1QipPUhNvVxhWW7pd9G0ZZ_Ca22Dm2GcOClT4szwbc|https://lh3.googleusercontent.com/p/AF1QipN07OHocjfUPm8U0m8roGze5H5ruES2YAToFa7s|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycATAUKRCCmavjtcm4aWXlqFF5_8diE7Dfst96JsOKipu2g4l1xUXq7i9jHqh90Xv2XVfJ4PUGKAcoOcdEga6pmvG8TbEvrWO_Lgu_zz6z6xQfnA6OflnrYUWijdZsaujfMkipuA|https://lh3.googleusercontent.com/p/AF1QipO5LwyVsLK8dtgYYJeFAB40IV_QS14n5H85nVk0|https://lh3.googleusercontent.com/p/AF1QipNSjgm__Pl-m6ZSWNEvYxDIIlaZ8wbRpb71MXaN|https://lh3.googleusercontent.com/p/AF1QipNSb_fQps_mnOGI9nE0vAWUpkIAKoGwa-8f6opz|https://lh3.googleusercontent.com/p/AF1QipMVo53JszTC641Hkq_r-fjQj-08knY0-iV_XOhZ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2UkXIR3C6qFo-u1NqVAbfMwOGwNJ-2DbSNLECVjaAjXE7BlummxH8foAK2VEzgIkTgmTYF_Uhtbcr9fXZ3q_yko-eRQATczzNRRJ6RUugHekMRi5wUL00PmkijAhCkzYaw8spMQ|https://lh3.googleusercontent.com/p/AF1QipOikohknaS16qkHebnssfJBxKmxIrHNy7_Z-MgH|https://lh3.googleusercontent.com/p/AF1QipOyTwebvr7ervfEWaJ2Df6EcoPLLmMDfEKvK4y4|https://lh3.googleusercontent.com/p/AF1QipOyREPec67smJ1NyFX58z6z8uoXFUtI6r5MH-Kj|https://lh3.googleusercontent.com/p/AF1QipNA6tVW1KAXAJ23Us6l_SsX93VWAYhR_0yR3eqO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpqcsI4gpyxB1Vih2ZRgYKMGeQ05rEUnrhr4Jufnp84m2Sj3swwZ7paDy_oU9p0Y430CDBhD2UPJAjRzHgHdXqYw-HCPefB2Kz3kBPz2epIBMkhVU1zrRm02R6Ah6hjvWf5_gCuw|https://lh3.googleusercontent.com/p/AF1QipOS_k3mkSICGqcSkMt9fwscXApfrP1Hc4iiN6B2|https://lh3.googleusercontent.com/p/AF1QipPBCueNbqGMHD4nGYs5fD_AdeMeOhAiY2cVnsJI|https://lh3.googleusercontent.com/p/AF1QipMOqzikL0zX-pv3kB7nFdT3kyPhQFr_lIw-3-fI|https://lh3.googleusercontent.com/p/AF1QipPhZ8cmIxlXd5BShKukoy_X3uiQrNY2NjJWW59s|https://lh3.googleusercontent.com/p/AF1QipPyTl-b6kKYKT6HEXLP8PbDihR0_q7hR64XvP8z|https://lh3.googleusercontent.com/p/AF1QipPPfuwR4qKoc8IXWf_ADNrwmwuBx4m0-IrnMw9_,0646-752860,N/A
Salon Victory VIP,"wilaya 93000, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydUNRIwdPjLHftN8doh_5eVFWJHrbwE-uB8gwairlaz_LFymrqpgO4tvv0K6F-K8RFczK-jbMPG9odvJmTl2efLsUpS5zaKMfJU3KnCMQQYN_P-c-U0M3LzC9ouJMIk2pqjm3HtQ,N/A,"4,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydUNRIwdPjLHftN8doh_5eVFWJHrbwE-uB8gwairlaz_LFymrqpgO4tvv0K6F-K8RFczK-jbMPG9odvJmTl2efLsUpS5zaKMfJU3KnCMQQYN_P-c-U0M3LzC9ouJMIk2pqjm3HtQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6GTHS6qK-IZkF3lSKu2Hgo_pg4S2otPFsVDc2JrdHHWOjkCFuBRkun3idE0i4zDjz_oPUmIAPYyoDgbfZBovcaQ4G0WA7MeiCklRueps7TCsh_6RkLX2X1b8zXWv4GcSch4P6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKwv-ttRiwoin8QHoOA0nhfpZ8ZUG0DOl-dnabqPkWtsnuiKMcWxYasJeXUGEQu_atS0OV4Wp1K1Kkbz5RIfDQalJK1rDX9nd0uuUai8ZJu_V_6dU99dieqLaoQoGN_dWQpTh10A|https://lh3.googleusercontent.com/p/AF1QipOjU_5w0TFYUz_7_iTl83vKVBcTnPSlOydbnByN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpTHNa3NOHrL6D_hVBbMSiL1IFqxIbo7cIAr3DL52dW8kX94N13IXMusAGBZdwfaKkdXwRBH7oo1hPU-MIAjG8eTkpNd096PNjcKcI8aFLHk3vEHiwBY0aJZ305SjTklPuZFzfi13iv8Q|https://lh3.googleusercontent.com/p/AF1QipMb9rqdpBAvWebWEJ09thEcWKLyQCWPgxm6F-IJ|https://lh3.googleusercontent.com/p/AF1QipPZN4WJSuBMwZHMRgD8qoKf103tG-O5D67CnF5J|https://lh3.googleusercontent.com/p/AF1QipOiWAuUGvYqzZARt_9Wg7ENDz_oXuL6eWqGaGFU|https://lh3.googleusercontent.com/p/AF1QipNr-qC-oIJMYbFshKjLWUgteGFHZ8Hs3IJ2D55C|https://lh3.googleusercontent.com/p/AF1QipNdZ0XKsrh7U_rO_VpIbXo9McQVm_g9jdLu3V8X,0661-540323,N/A
Gentleman barber salon,"N, 56 Av. Agadir, M'diq 93200",https://lh3.googleusercontent.com/p/AF1QipPdemgLKoVgQ9MmcRvwSg79r6b8h-uqEjXLtVbK,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipPdemgLKoVgQ9MmcRvwSg79r6b8h-uqEjXLtVbK|https://lh3.googleusercontent.com/p/AF1QipOAkaR42T-xYfTLrrzJEafoPhvHqrPDSAb0lYNn|https://lh3.googleusercontent.com/p/AF1QipOlb9s7vOtrtyufGxLjQDefPFbrlYYxJySWt6h2|https://lh3.googleusercontent.com/p/AF1QipPraGjdHID3xJ3_od_2J6cajrOgG-JzZ3O9Dj3X|https://lh3.googleusercontent.com/p/AF1QipPdV_qqAVgVVHX6AZTNoeYNrM017ukqqZBkNZ0V|https://lh3.googleusercontent.com/p/AF1QipNVpErMcM8H2Ba2xyHmj20FbEBqpF780m-P3PJR|https://lh3.googleusercontent.com/p/AF1QipMtxBQ_yyvn1wl3sN_KDtXYWeIN-MnJaKOT0ZOg|https://lh3.googleusercontent.com/p/AF1QipPaNOUd3W6Q53LSGhxl3xGkCMCqVnA4_arldfra|https://lh3.googleusercontent.com/p/AF1QipN8WOP43KcZaL6tFtbGXMW-FFXfZ_-Z4clvg-0D|https://lh3.googleusercontent.com/p/AF1QipNOW3t1hszltKziV4Fys_lFP6JcFe49wxj9JXzo|https://lh3.googleusercontent.com/p/AF1QipPE8PCnp8cHmA7Wv1lTc1R1K3xzZvjZJxf_cvV9|https://lh3.googleusercontent.com/p/AF1QipPKS6Hm6poSi4PUrbm-WhCQQr-CDVam1V_kF-45|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNT34KLY3n_2TbI1d9owxrzvSfNy5jCcAYBvF-lhtKBwDWPQ26o3OsjyYwIrmZpAFbSfni3WHNOLcZBbegxbR_X_9ZvOn2EKF4XKGzM4weeOF3Jyv7mBE7ds55N3atwal7Gzfi|https://lh3.googleusercontent.com/p/AF1QipOea-xpD88B7DJYtfARSeFlxSwnuPTnN4_emDZy,05396-63621,N/A
Barber shop annawras,"HJQW+X49, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydNONreM3NJJT3bPtv9Ia_N0407cDCydNDKUIPiOS7UDfVQcKHEsOkSHPiooPpCDsvWZvS08OqNRk4GMDfanRYP8aw_m0kKepcpipGo35052FOkOzDcjoYoOCARSRstXVcc8ibyA,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydNONreM3NJJT3bPtv9Ia_N0407cDCydNDKUIPiOS7UDfVQcKHEsOkSHPiooPpCDsvWZvS08OqNRk4GMDfanRYP8aw_m0kKepcpipGo35052FOkOzDcjoYoOCARSRstXVcc8ibyA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMhVOf9lyY5VT8YZvozNMhRhWtAaP-w4VSH5LlXPO8QcUbJXjvCfEaknAmAM05OfISNGFGPMR2aUHdZUkiGtjKnAwG-NaIjdSaE4q_QxnhyWeIV9QQRbzqpJI4PxHFgSlttN0s,0766-605522,N/A
صالون حلاقة barber shop ‍ ️,"HJ96+QMG, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIjx6zY9ioSGrJKamnW4wMJlKTDY6DJtJaNvRHwgCHipX0Po-HLlOXD1cA7_cYdLoJn_CGrzFBEUKE9JInOeM6COIQYyH9srwTtnvE_vAdj2YtzcLD2TGGMtJ3_iVO0QtzM_M,N/A,"4,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIjx6zY9ioSGrJKamnW4wMJlKTDY6DJtJaNvRHwgCHipX0Po-HLlOXD1cA7_cYdLoJn_CGrzFBEUKE9JInOeM6COIQYyH9srwTtnvE_vAdj2YtzcLD2TGGMtJ3_iVO0QtzM_M|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCA6xe-83H_Jho9xszgVOqeAPK7iMJ97dAGCgxyqa1c9eUWidEc0fqGe7p3vqUz8ZF9T8qEXYqtnVpJSzpR9WIePXwYTJ0J8o-VY4vZnfhrsLHxAVKON2aoQD__JgzsGeC0i15Ww,0602-484863,N/A
Barber SHOP 💈,"n° 47 Av. Fnideq, Tétouan",https://lh3.googleusercontent.com/p/AF1QipM4r6x4_Xns9UKUPxlcdCO_8oSTKga4dN1iW9ab,N/A,"4,7",https://lh3.googleusercontent.com/p/AF1QipM4r6x4_Xns9UKUPxlcdCO_8oSTKga4dN1iW9ab,N/A,N/A
LONDON BARBERSHOP,"HJJV+RVC, Av. Sidi Mohamed Al Kharaz, Tétouan",N/A,N/A,"5,0",,0762-470240,N/A
Barber hilal,"71 Av. Brahim Roudani, Martil",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYOAfGafFJ46Ix7BSCllef35W4apOaESjj-UvMblDE7i4ZJyRPySfM20OqWLn_DyZtP54OUmibAzA41W8oQU3uZQ7jI9AcPtUsCzmGdKNLQFAlrZr0yy0zh3Hhq-PKquZ-R3sf,N/A,"4,7",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYOAfGafFJ46Ix7BSCllef35W4apOaESjj-UvMblDE7i4ZJyRPySfM20OqWLn_DyZtP54OUmibAzA41W8oQU3uZQ7jI9AcPtUsCzmGdKNLQFAlrZr0yy0zh3Hhq-PKquZ-R3sf|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwp13Z8LrQO-oop461YXt5jjte4MVb0j5w7l9hyACvVERCNaoSStHw1WUfAj1vZd5qm6JPKwhR2JsGmf9p3P5Sv0OIKgaTbPkTGg-3TdppL8eEnaffXENe0AKY57uvq8QiqpcovsvhPgU3V|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiLq8Mf_y3F6cnNfjxaqoV5XlcP1yvKM7ZZngQutfimtfLLIFrFhdzCII5Pi9IipQgEde-TPozk3Y3sFufK4eBM1Z8ovHehcaFoqUo4hBKaCS5l4ZAcjj13E4n5sTPeULMgIPV|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6qR3aOJhEg4z4o_DA73CPRp_dUL5l8tse6Ga4gWKFrTfADFSRMC49Wydh0-FsE9Yz38XMISCE1ol_Fs_VsEqfvV1FZa-yS7p7-HM_oNXuyZ85w99PF1FIpsJN7SU1JFjelB9alwKrqoO8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVz1zJ4JEnfHCC_p8dzwjfGPaahwC45dipjFJ9_AcRJ58If5DkBJ5FxlqCO7cmWIE_D05w0q2QeDrop9kN7tPrXwjSG5WPZVRcpIL_r8m3PReu0gf3FKg9RSH3NjCgoGbiUGepIh5Asvrj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3feUmyVQ1-gtgMqfIqUiBoUw76J2L_O6qTI-myisDotkoA3rvYrmXZe2JWRP_hC7IB8psH78nPUF--edHHU02dz5ZZI-z25Nz3ZlFUf9hq7R-2FdBSjLQfaC9mIMyrR1D3Tvsng|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx19Oz-TjzVPh4idO0Iclo512SbWipyXjJKzlVDnO-zL9Q6vGKsUPCsn_LwlNByLR6OHtTPekqNKpwFTvY6LVnTfoTScu_hKTO5mTEaT-2dBFW8-6gDlbCyDwlOb6_Ja55uvvefY9pfk58F,0695-497411,N/A
